"","method","Nt","p0","p1","miss0","miss1","bias0","bias1","scenario"
"216","RPW",526,0.1,0.2,0.5,0.5,-0.000332963830739386,-0.00122049954492412,6
"217","RPW",162,0.1,0.3,0,0,-0.00048688764435588,-0.000341167221431515,7
"218","RPW",162,0.1,0.3,0,0.1,-0.00107185023782733,-0.00179496585685884,7
"219","RPW",162,0.1,0.3,0,0.2,-0.000904913418664249,-0.00194656337654731,7
"220","RPW",162,0.1,0.3,0,0.3,-0.00117165722572786,-0.00123050395346913,7
"221","RPW",162,0.1,0.3,0,0.4,-0.00109670548902212,-0.00272376441521816,7
"222","RPW",162,0.1,0.3,0,0.5,-0.00104979598684696,-0.00116710128747199,7
"223","RPW",162,0.1,0.3,0.1,0,-0.00072408966071455,-0.00178411636737069,7
"224","RPW",162,0.1,0.3,0.1,0.1,-0.000764886727204261,-0.000994200024771796,7
"225","RPW",162,0.1,0.3,0.1,0.2,-0.00071885697833661,-0.00119558280171844,7
"226","RPW",162,0.1,0.3,0.1,0.3,-0.000899964989023394,-0.00209072784784609,7
"227","RPW",162,0.1,0.3,0.1,0.4,-0.000884435053340765,-0.00235751724516525,7
"228","RPW",162,0.1,0.3,0.1,0.5,-0.00152955850916787,-0.00101531921815001,7
"229","RPW",162,0.1,0.3,0.2,0,-0.00149541221224839,-0.00193610423319246,7
"230","RPW",162,0.1,0.3,0.2,0.1,-0.000395754764462602,-0.00186600765129619,7
"231","RPW",162,0.1,0.3,0.2,0.2,-0.00103085993197434,-0.00190642336149976,7
"232","RPW",162,0.1,0.3,0.2,0.3,-0.000320686645030432,-0.00140282730363261,7
"233","RPW",162,0.1,0.3,0.2,0.4,-0.000270093807056476,-0.00252424546528102,7
"234","RPW",162,0.1,0.3,0.2,0.5,-0.00125080027478637,-0.00175289420480584,7
"235","RPW",162,0.1,0.3,0.3,0,-0.00122405349977131,-0.0015112726348892,7
"236","RPW",162,0.1,0.3,0.3,0.1,-0.000824428789737625,-0.00135501744098976,7
"237","RPW",162,0.1,0.3,0.3,0.2,-0.000700345457776821,-0.00218938661841195,7
"238","RPW",162,0.1,0.3,0.3,0.3,-0.00127016612596903,-0.00207089669335286,7
"239","RPW",162,0.1,0.3,0.3,0.4,-0.000935118969027524,-0.00207674728436152,7
"240","RPW",162,0.1,0.3,0.3,0.5,-0.000791469398413736,-0.00206207887236975,7
"241","RPW",162,0.1,0.3,0.4,0,-0.000196968930709251,-0.00168060020732447,7
"242","RPW",162,0.1,0.3,0.4,0.1,-0.000881761417627705,-0.00166704967306303,7
"243","RPW",162,0.1,0.3,0.4,0.2,-0.000706026226238401,-0.00221802365760859,7
"244","RPW",162,0.1,0.3,0.4,0.3,-0.000447626767443199,-0.00233059958071952,7
"245","RPW",162,0.1,0.3,0.4,0.4,-0.00190493860332204,-0.00197645647318739,7
"246","RPW",162,0.1,0.3,0.4,0.5,-0.00176332709449252,-0.00224773593397248,7
"247","RPW",162,0.1,0.3,0.5,0,-0.00145272474628258,-0.00173319773632274,7
"248","RPW",162,0.1,0.3,0.5,0.1,-0.000928796771110185,-0.00191350070319712,7
"249","RPW",162,0.1,0.3,0.5,0.2,-0.000564201254442731,-0.00271666888602912,7
"250","RPW",162,0.1,0.3,0.5,0.3,-0.00137791345297114,-0.00288092419069336,7
"251","RPW",162,0.1,0.3,0.5,0.4,-0.000466939861580681,-0.00293517969889395,7
"252","RPW",162,0.1,0.3,0.5,0.5,-0.00149488027684065,-0.00312730313293885,7
"253","RPW",82,0.1,0.4,0,0,-0.00269547089356255,-0.00294469142138026,8
"254","RPW",82,0.1,0.4,0,0.1,-0.00243180556749534,-0.00499682625626613,8
"255","RPW",82,0.1,0.4,0,0.2,-0.00307799674011498,-0.0026794174573348,8
"256","RPW",82,0.1,0.4,0,0.3,-0.00233286367175793,-0.00335413034581222,8
"257","RPW",82,0.1,0.4,0,0.4,-0.00215625807017809,-0.00285784311057291,8
"258","RPW",82,0.1,0.4,0,0.5,-0.00337789242060089,-0.00449609385817656,8
"259","RPW",82,0.1,0.4,0.1,0,-0.00128552353202224,-0.00265490940977298,8
"260","RPW",82,0.1,0.4,0.1,0.1,-0.00133040403479832,-0.00330813012448294,8
"261","RPW",82,0.1,0.4,0.1,0.2,-0.00197179935948086,-0.00393936127662714,8
"262","RPW",82,0.1,0.4,0.1,0.3,-0.00215651418721202,-0.00363434399397222,8
"263","RPW",82,0.1,0.4,0.1,0.4,-0.00221287323651488,-0.00452308432792559,8
"264","RPW",82,0.1,0.4,0.1,0.5,-0.00302394569872941,-0.00488453517616017,8
"265","RPW",82,0.1,0.4,0.2,0,-0.00280018499967701,-0.00142084862351527,8
"266","RPW",82,0.1,0.4,0.2,0.1,-0.00217159723296741,-0.00441403815389146,8
"267","RPW",82,0.1,0.4,0.2,0.2,-0.00240017896867391,-0.0048234334850305,8
"268","RPW",82,0.1,0.4,0.2,0.3,-0.00378728538804618,-0.00299212916915143,8
"269","RPW",82,0.1,0.4,0.2,0.4,-0.00183087124320551,-0.00458964275193846,8
"270","RPW",82,0.1,0.4,0.2,0.5,-0.00347187611956168,-0.00428334191261465,8
"271","RPW",82,0.1,0.4,0.3,0,-0.00232823447699473,-0.00348631282869,8
"272","RPW",82,0.1,0.4,0.3,0.1,-0.00261576543980804,-0.00560437423752014,8
"273","RPW",82,0.1,0.4,0.3,0.2,-0.00208895652608319,-0.00375731071577989,8
"274","RPW",82,0.1,0.4,0.3,0.3,-0.00367779600397468,-0.0042337968671704,8
"275","RPW",82,0.1,0.4,0.3,0.4,-0.00367744407338731,-0.0039109835617176,8
"276","RPW",82,0.1,0.4,0.3,0.5,-0.00427005226860187,-0.00405324796907858,8
"277","RPW",82,0.1,0.4,0.4,0,-0.00251853738834648,-0.00434736873005898,8
"278","RPW",82,0.1,0.4,0.4,0.1,-0.00281446454297475,-0.00476049067999113,8
"279","RPW",82,0.1,0.4,0.4,0.2,-0.00284402916501005,-0.00493586064318613,8
"280","RPW",82,0.1,0.4,0.4,0.3,-0.00256437354268528,-0.00414658236006177,8
"281","RPW",82,0.1,0.4,0.4,0.4,-0.00383501012911362,-0.00520633904166462,8
"282","RPW",82,0.1,0.4,0.4,0.5,-0.00373932928331981,-0.00828154932028696,8
"283","RPW",82,0.1,0.4,0.5,0,-0.00256175568634709,-0.00450961127247435,8
"284","RPW",82,0.1,0.4,0.5,0.1,-0.00231855406614391,-0.00420443637851836,8
"285","RPW",82,0.1,0.4,0.5,0.2,-0.00198653049952666,-0.00408561135020735,8
"286","RPW",82,0.1,0.4,0.5,0.3,-0.00178980378017758,-0.0058244237501705,8
"287","RPW",82,0.1,0.4,0.5,0.4,-0.00327624797942287,-0.00493336711269865,8
"288","RPW",82,0.1,0.4,0.5,0.5,-0.00402941781792843,-0.00734677631474789,8
"289","RPW",254,0.4,0.6,0,0,-0.0017762032733149,-0.000844807857118934,12
"290","RPW",254,0.4,0.6,0,0.1,-0.00291888545724067,-0.0016854531311048,12
"291","RPW",254,0.4,0.6,0,0.2,-0.00178042649268945,-0.00218672131554476,12
"292","RPW",254,0.4,0.6,0,0.3,-0.0027067318161072,-0.0011336794727258,12
"293","RPW",254,0.4,0.6,0,0.4,-0.00296374107530484,-0.002798848815599,12
"294","RPW",254,0.4,0.6,0,0.5,-0.0026637545175015,-0.00142032352491073,12
"295","RPW",254,0.4,0.6,0.1,0,-0.00281526785196706,-0.00170927757755179,12
"296","RPW",254,0.4,0.6,0.1,0.1,-0.00264916976883584,-0.00202707675129898,12
"297","RPW",254,0.4,0.6,0.1,0.2,-0.00221177155862551,-0.00142615444262273,12
"298","RPW",254,0.4,0.6,0.1,0.3,-0.00194062318360327,-0.0018431747592953,12
"299","RPW",254,0.4,0.6,0.1,0.4,-0.00273837055996701,-0.00113544486203698,12
"300","RPW",254,0.4,0.6,0.1,0.5,-0.00298422161019057,-0.00252282767622669,12
"301","RPW",254,0.4,0.6,0.2,0,-0.00302980563282196,-0.00201398211678239,12
"302","RPW",254,0.4,0.6,0.2,0.1,-0.00208326788788327,-0.00195253154964004,12
"303","RPW",254,0.4,0.6,0.2,0.2,-0.00339965466285419,-0.00209110505361654,12
"304","RPW",254,0.4,0.6,0.2,0.3,-0.00344687988179371,-0.00251498951531637,12
"305","RPW",254,0.4,0.6,0.2,0.4,-0.00381588685767215,-0.00157797795617898,12
"306","RPW",254,0.4,0.6,0.2,0.5,-0.00357535008740839,-0.00231536245537012,12
"307","RPW",254,0.4,0.6,0.3,0,-0.0035170093139551,-0.00187536326608784,12
"308","RPW",254,0.4,0.6,0.3,0.1,-0.00283801159312042,-0.00221224884283444,12
"309","RPW",254,0.4,0.6,0.3,0.2,-0.00245676274145884,-0.00302965250757836,12
"310","RPW",254,0.4,0.6,0.3,0.3,-0.00319662931798137,-0.00194081961595172,12
"311","RPW",254,0.4,0.6,0.3,0.4,-0.00542397336251099,-0.0021421091706455,12
"312","RPW",254,0.4,0.6,0.3,0.5,-0.00337084004145438,-0.00243743214633374,12
"313","RPW",254,0.4,0.6,0.4,0,-0.00234840182660212,-0.00173424122731181,12
"314","RPW",254,0.4,0.6,0.4,0.1,-0.00355138578836406,-0.00125818409147327,12
"315","RPW",254,0.4,0.6,0.4,0.2,-0.00239551145256545,-0.00236993135692931,12
"316","RPW",254,0.4,0.6,0.4,0.3,-0.00310892244503147,-0.00244710557938477,12
"317","RPW",254,0.4,0.6,0.4,0.4,-0.00411925711778111,-0.0027823659714199,12
"318","RPW",254,0.4,0.6,0.4,0.5,-0.00353425512468103,-0.00251122612909693,12
"319","RPW",254,0.4,0.6,0.5,0,-0.002986889126186,-0.00193985847162292,12
"320","RPW",254,0.4,0.6,0.5,0.1,-0.003515756016433,-0.00345155517089435,12
"321","RPW",254,0.4,0.6,0.5,0.2,-0.00298019879619021,-0.00210029662192357,12
"322","RPW",254,0.4,0.6,0.5,0.3,-0.00321225932022712,-0.00291353060850708,12
"323","RPW",254,0.4,0.6,0.5,0.4,-0.00277276059296944,-0.00247956409303285,12
"324","RPW",254,0.4,0.6,0.5,0.5,-0.00550800652795702,-0.00352658881376244,12
"325","RPW",82,0.6,0.9,0,0,-0.0215091604522886,-0.00204224930500541,9
"326","RPW",82,0.6,0.9,0,0.1,-0.020246931205824,-0.00295215328778808,9
"327","RPW",82,0.6,0.9,0,0.2,-0.0243968021404314,-0.00262011697833953,9
"328","RPW",82,0.6,0.9,0,0.3,-0.022104887273225,-0.00401004586649023,9
"329","RPW",82,0.6,0.9,0,0.4,-0.0223569372475371,-0.00222863822696007,9
"330","RPW",82,0.6,0.9,0,0.5,-0.0221483917766255,-0.00453948223984202,9
"331","RPW",82,0.6,0.9,0.1,0,-0.0202853688390967,-0.00255336017538943,9
"332","RPW",82,0.6,0.9,0.1,0.1,-0.0229663808137895,-0.00272460778278305,9
"333","RPW",82,0.6,0.9,0.1,0.2,-0.0226828499328231,-0.00308094334806164,9
"334","RPW",82,0.6,0.9,0.1,0.3,-0.0232954764874062,-0.00340067636010943,9
"335","RPW",82,0.6,0.9,0.1,0.4,-0.0228040457877423,-0.00326687973689432,9
"336","RPW",82,0.6,0.9,0.1,0.5,-0.0250072056106309,-0.00371318949640198,9
"337","RPW",82,0.6,0.9,0.2,0,-0.0231915263693599,-0.00234728601993917,9
"338","RPW",82,0.6,0.9,0.2,0.1,-0.025162105912687,-0.00286973211013841,9
"339","RPW",82,0.6,0.9,0.2,0.2,-0.0264564634083658,-0.00277823876665551,9
"340","RPW",82,0.6,0.9,0.2,0.3,-0.0271351807349234,-0.00265449293491482,9
"341","RPW",82,0.6,0.9,0.2,0.4,-0.026086505522714,-0.00392706834914924,9
"342","RPW",82,0.6,0.9,0.2,0.5,-0.0278892623478472,-0.00505526327012407,9
"343","RPW",82,0.6,0.9,0.3,0,-0.0252779444513063,-0.0016880532649397,9
"344","RPW",82,0.6,0.9,0.3,0.1,-0.0260952357073015,-0.00198623039039481,9
"345","RPW",82,0.6,0.9,0.3,0.2,-0.0291794291922746,-0.00319192363380605,9
"346","RPW",82,0.6,0.9,0.3,0.3,-0.027243375624964,-0.00401853401343044,9
"347","RPW",82,0.6,0.9,0.3,0.4,-0.0266705350342817,-0.00261529000216743,9
"348","RPW",82,0.6,0.9,0.3,0.5,-0.0268008467466093,-0.00356579243591593,9
"349","RPW",82,0.6,0.9,0.4,0,-0.0268194002645381,-0.00165639225920877,9
"350","RPW",82,0.6,0.9,0.4,0.1,-0.0253790288161749,-0.00214034160562426,9
"351","RPW",82,0.6,0.9,0.4,0.2,-0.031424867964071,-0.00197584641383941,9
"352","RPW",82,0.6,0.9,0.4,0.3,-0.0308470407329042,-0.00285064776055877,9
"353","RPW",82,0.6,0.9,0.4,0.4,-0.0296325162972199,-0.00358603851493022,9
"354","RPW",82,0.6,0.9,0.4,0.5,-0.0335386718166187,-0.00296714872055848,9
"355","RPW",82,0.6,0.9,0.5,0,-0.032210287754449,-0.00221349243621249,9
"356","RPW",82,0.6,0.9,0.5,0.1,-0.0303133286848847,-0.00294350948212352,9
"357","RPW",82,0.6,0.9,0.5,0.2,-0.0319698151925466,-0.00297171295206733,9
"358","RPW",82,0.6,0.9,0.5,0.3,-0.0315733071901935,-0.00321558708541003,9
"359","RPW",82,0.6,0.9,0.5,0.4,-0.0351784083646606,-0.00295901543225141,9
"360","RPW",82,0.6,0.9,0.5,0.5,-0.0324223708368615,-0.00332561468953796,9
"361","RPW",162,0.7,0.9,0,0,-0.00979337659640145,-0.00125577027999169,10
"362","RPW",162,0.7,0.9,0,0.1,-0.0109053824624217,-0.00165157146005124,10
"363","RPW",162,0.7,0.9,0,0.2,-0.0084920015563944,-0.00145710560123646,10
"364","RPW",162,0.7,0.9,0,0.3,-0.00989203555467721,-0.00139956101344874,10
"365","RPW",162,0.7,0.9,0,0.4,-0.00747277305726146,-0.00262356790548801,10
"366","RPW",162,0.7,0.9,0,0.5,-0.00693113564143077,-0.00268363014351625,10
"367","RPW",162,0.7,0.9,0.1,0,-0.0115646172538374,-0.00156706109080518,10
"368","RPW",162,0.7,0.9,0.1,0.1,-0.010418286641533,-0.00189355990372708,10
"369","RPW",162,0.7,0.9,0.1,0.2,-0.0103672359739639,-0.00116755607553842,10
"370","RPW",162,0.7,0.9,0.1,0.3,-0.00986848148321651,-0.00132324510690263,10
"371","RPW",162,0.7,0.9,0.1,0.4,-0.00952195198943728,-0.00206648298620371,10
"372","RPW",162,0.7,0.9,0.1,0.5,-0.00758511881103874,-0.00257329396857864,10
"373","RPW",162,0.7,0.9,0.2,0,-0.0110772344616591,-0.00101377705699468,10
"374","RPW",162,0.7,0.9,0.2,0.1,-0.0126761668262954,-0.00142710537349733,10
"375","RPW",162,0.7,0.9,0.2,0.2,-0.0115877214978521,-0.00235865990212392,10
"376","RPW",162,0.7,0.9,0.2,0.3,-0.0121886281259154,-0.00195857566368263,10
"377","RPW",162,0.7,0.9,0.2,0.4,-0.011184304432955,-0.00261723245167356,10
"378","RPW",162,0.7,0.9,0.2,0.5,-0.0105706969628853,-0.00408228935946175,10
"379","RPW",162,0.7,0.9,0.3,0,-0.0119265710390088,-0.0012845912387992,10
"380","RPW",162,0.7,0.9,0.3,0.1,-0.0115893874412154,-0.00120840548914269,10
"381","RPW",162,0.7,0.9,0.3,0.2,-0.0126599655230939,-0.00194444433316021,10
"382","RPW",162,0.7,0.9,0.3,0.3,-0.0142050690306065,-0.00271120383559653,10
"383","RPW",162,0.7,0.9,0.3,0.4,-0.0126142597227492,-0.00213895294016264,10
"384","RPW",162,0.7,0.9,0.3,0.5,-0.0139539380576419,-0.00252909787159628,10
"385","RPW",162,0.7,0.9,0.4,0,-0.0130312189613675,-0.000808389088337025,10
"386","RPW",162,0.7,0.9,0.4,0.1,-0.0129520512567685,-0.00161087026359519,10
"387","RPW",162,0.7,0.9,0.4,0.2,-0.0142986703519983,-0.00170655027420374,10
"388","RPW",162,0.7,0.9,0.4,0.3,-0.0153822555599615,-0.00207410226157956,10
"389","RPW",162,0.7,0.9,0.4,0.4,-0.0138638377322124,-0.00245441151175263,10
"390","RPW",162,0.7,0.9,0.4,0.5,-0.0137425358243703,-0.00273608303525275,10
"391","RPW",162,0.7,0.9,0.5,0,-0.0160877465521431,-0.00120166375731312,10
"392","RPW",162,0.7,0.9,0.5,0.1,-0.0168560520327996,-0.00107910923939791,10
"393","RPW",162,0.7,0.9,0.5,0.2,-0.0178180784237526,-0.00203663401864396,10
"394","RPW",162,0.7,0.9,0.5,0.3,-0.018406351815845,-0.00219051985542273,10
"395","RPW",162,0.7,0.9,0.5,0.4,-0.0186032261489708,-0.00258208874347743,10
"396","RPW",162,0.7,0.9,0.5,0.5,-0.0172928863118244,-0.00335221221174298,10
"397","RPW",526,0.8,0.9,0,0,-0.00273994428305191,-0.00050790930512612,11
"398","RPW",526,0.8,0.9,0,0.1,-0.00246509652317461,-0.000709989418665513,11
"399","RPW",526,0.8,0.9,0,0.2,-0.00172433441643338,-0.000933954988964758,11
"400","RPW",526,0.8,0.9,0,0.3,-0.00127782563508361,-0.000771362988490676,11
"401","RPW",526,0.8,0.9,0,0.4,-0.00129222433345277,-0.00150905943452162,11
"402","RPW",526,0.8,0.9,0,0.5,-0.00143901436361071,-0.00104016781727323,11
"403","RPW",526,0.8,0.9,0.1,0,-0.00275665755844612,-0.000747952871362645,11
"404","RPW",526,0.8,0.9,0.1,0.1,-0.00256543654690788,-0.000397667750970165,11
"405","RPW",526,0.8,0.9,0.1,0.2,-0.00218892399811887,-0.000606401574730686,11
"406","RPW",526,0.8,0.9,0.1,0.3,-0.00202562997079603,-0.00110817269566577,11
"407","RPW",526,0.8,0.9,0.1,0.4,-0.00200235928340664,-0.000882917441158537,11
"408","RPW",526,0.8,0.9,0.1,0.5,-0.0018035445089396,-0.000734267357312524,11
"409","RPW",526,0.8,0.9,0.2,0,-0.00247100145181878,-0.000617936242826911,11
"410","RPW",526,0.8,0.9,0.2,0.1,-0.00327133014070224,-0.000509280214986529,11
"411","RPW",526,0.8,0.9,0.2,0.2,-0.00251634920628452,-0.000803516562164264,11
"412","RPW",526,0.8,0.9,0.2,0.3,-0.00291373532883854,-0.000920171957356719,11
"413","RPW",526,0.8,0.9,0.2,0.4,-0.00210851571235127,-0.000913968006152066,11
"414","RPW",526,0.8,0.9,0.2,0.5,-0.00202586417156969,-0.00149131010408632,11
"415","RPW",526,0.8,0.9,0.3,0,-0.00362556297244498,-0.000646479089134733,11
"416","RPW",526,0.8,0.9,0.3,0.1,-0.00340465999423567,-0.000400373233846674,11
"417","RPW",526,0.8,0.9,0.3,0.2,-0.00348859240724808,-0.000172704643867649,11
"418","RPW",526,0.8,0.9,0.3,0.3,-0.00348453467989118,-0.000736636519203637,11
"419","RPW",526,0.8,0.9,0.3,0.4,-0.00283536874515267,-0.0012599876028363,11
"420","RPW",526,0.8,0.9,0.3,0.5,-0.00232277012230475,-0.00123551045690773,11
"421","RPW",526,0.8,0.9,0.4,0,-0.00338193054193348,-0.000513862936101783,11
"422","RPW",526,0.8,0.9,0.4,0.1,-0.00354318450521818,-0.000541421722576541,11
"423","RPW",526,0.8,0.9,0.4,0.2,-0.00394365819790188,-0.000561344883198811,11
"424","RPW",526,0.8,0.9,0.4,0.3,-0.00441657966039299,-0.000879504843711687,11
"425","RPW",526,0.8,0.9,0.4,0.4,-0.00438266985559743,-0.00115558564801388,11
"426","RPW",526,0.8,0.9,0.4,0.5,-0.003412770650289,-0.00110507528833448,11
"427","RPW",526,0.8,0.9,0.5,0,-0.00441743068400846,-0.000237999347300288,11
"428","RPW",526,0.8,0.9,0.5,0.1,-0.00427564731133856,-0.000231854637133377,11
"429","RPW",526,0.8,0.9,0.5,0.2,-0.00404479364996835,-0.000320711297540965,11
"430","RPW",526,0.8,0.9,0.5,0.3,-0.00495230591161966,-0.000940462129782271,11
"431","RPW",526,0.8,0.9,0.5,0.4,-0.00449953910026235,-0.000970891365096316,11
"432","RPW",526,0.8,0.9,0.5,0.5,-0.00396323424433309,-0.00126471205437328,11
